F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42
1.0498,1.1447,16.0,2.498,59.5,31.2,1.2215,167.3,13.33,14.92,5.4437,66,126,0,0,15.18,41.7,56.3,8.0,1.86,2.52,6.099,25.987,2.7307,64.49,32.6,1.341,13.3,33.27,105.0,1.609,7.4,69.37,2.747,284.8,4.75,59.5,1,0,0,1,0
1.276,0.941,16.0,2.399,73.4,43.4,1.0911,173.7,12.46,14.16,5.7141,93,130,0,0,36.67,38.92,106.2,29.4,3.09,1.82,4.098,28.581,2.6407,30.24,2.2,1.153,46.8,71.72,47.2,6.592,8.15,64.89,1.056,406.9,3.87,45.1,0,0,0,1,0
1.1856,1.7436,27.0184,2.409,64.8,35.8,1.1726,161.6,17.48,20.02,3.9753,84,153,68,0,31.03,46.58,75.8,16.9,12.66,3.55,4.725,26.41,3.5125,21.21,7.0,1.215,48.1,29.04,56.1,6.221,8.39,73.0,0.657,320.4,3.61,64.4,0,0,0,0,0
1.2477,1.269,31.3568,2.486,64.2,42.5,1.4649,167.8,15.65,16.21,6.5092,67,136,0,1,14.59,40.25,96.8,27.0,1.02,1.74,4.614,16.648,2.1939,9.63,42.9,1.342,97.9,18.91,80.1,12.457,14.68,63.24,6.753,353.4,3.12,66.7,0,0,0,0,0
1.6274,1.2139,33.1539,2.363,79.4,42.4,0.8576,180.9,15.02,18.75,5.4717,77,121,0,0,41.13,35.26,106.2,20.4,2.57,1.39,4.947,9.597,2.3845,25.92,5.8,1.162,67.0,59.97,72.3,5.947,9.26,70.73,3.061,233.8,4.36,83.5,0,1,0,0,0
1.6351,1.0226,24.378,2.191,69.2,33.9,1.0992,159.5,15.74,12.15,4.3947,72,172,0,0,48.54,40.64,97.0,8.0,3.5,1.83,4.202,15.435,1.3026,56.58,7.8,0.823,47.8,63.9,89.4,3.186,14.12,72.07,3.074,190.0,2.84,40.6,0,0,0,0,0
1.112,0.9412,20.4839,2.585,91.3,45.1,0.8968,172.3,14.78,19.08,5.8006,69,146,0,0,35.24,43.76,124.3,19.6,13.43,2.24,6.784,15.248,3.1236,67.9,74.1,1.206,101.4,37.23,39.9,5.296,13.52,77.88,0.943,384.5,6.16,30.9,0,0,0,0,1
1.3409,1.0871,25.6677,2.23,60.2,32.6,1.6038,170.6,19.04,12.57,4.4102,91,124,0,0,25.72,39.89,51.5,32.3,3.02,2.97,5.012,16.085,5.0458,57.37,28.3,0.902,78.5,69.64,74.9,4.686,6.74,72.3,5.148,249.6,6.21,55.5,0,0,0,0,0
1.4565,1.4267,29.5069,2.358,87.7,31.7,1.3129,170.1,14.07,15.07,6.0032,91,152,0,0,40.93,45.64,80.7,24.4,7.54,1.58,6.168,22.557,5.1017,174.03,20.8,1.346,34.8,36.53,69.3,25.406,7.51,72.38,1.158,275.8,3.69,63.3,0,0,0,0,0
1.2377,1.2639,24.5998,2.485,80.4,38.6,1.7093,169.6,20.44,13.87,5.3559,68,112,0,0,41.29,38.35,82.5,9.2,1.03,2.71,4.72,21.873,2.0261,180.06,25.6,1.341,37.8,42.41,64.9,1.671,3.89,67.79,0.516,237.5,2.93,13.9,0,0,0,1,0
1.746,1.326,25.685,2.129,109.6,35.9,1.7363,183.4,12.64,13.27,5.6705,88,150,32,0,6.22,40.89,74.6,20.0,9.01,1.02,3.328,17.451,2.3747,40.77,69.1,1.059,60.8,59.64,37.3,9.637,6.46,72.49,1.337,288.3,6.72,60.1,0,0,0,1,1
1.8182,1.2954,30.3599,2.27,119.4,34.6,1.2847,176.1,19.71,12.97,3.9511,65,127,38,1,21.15,42.65,73.4,13.3,2.01,2.62,5.812,28.492,2.0941,9.81,15.1,1.268,86.0,32.61,44.1,3.3,10.94,75.45,1.707,439.6,3.95,113.6,0,0,0,0,0
1.483,1.4861,24.8646,2.554,125.8,33.1,1.3893,171.0,21.94,19.45,4.1387,84,167,43,0,18.78,44.72,66.7,35.6,2.9,0.63,6.117,23.281,2.347,15.58,35.9,0.823,31.7,54.72,61.6,11.189,15.8,68.43,2.451,429.8,7.13,30.2,0,0,0,0,0
1.3214,1.0164,28.987,2.322,79.1,52.9,1.1742,167.8,16.99,18.42,6.8468,82,123,51,1,19.93,39.77,50.0,27.3,0.42,2.6,3.944,15.351,2.2045,46.47,6.3,1.26,49.2,31.22,95.9,13.29,8.09,69.29,2.449,309.9,6.9,72.7,0,0,0,1,0
1.4748,1.213,25.4754,2.29,86.9,26.6,1.3375,176.3,14.61,14.55,4.9286,64,128,44,0,23.61,36.29,81.7,21.0,1.92,1.94,3.308,14.573,2.314,84.12,6.3,1.101,64.4,22.48,60.5,6.229,7.41,70.66,0.772,384.1,5.67,30.5,0,0,0,1,0
1.5091,1.0975,27.3149,2.311,111.9,33.9,1.7266,160.9,17.72,16.19,4.6701,82,133,79,0,6.21,41.5,71.1,11.3,4.58,1.34,4.285,23.642,3.2892,271.54,29.3,1.079,73.1,49.4,14.4,2.686,11.02,66.87,5.745,295.0,2.0,19.1,0,0,0,1,0
1.1628,1.1519,31.0712,2.414,62.7,40.6,1.4327,163.7,19.83,14.38,5.7524,80,142,0,0,19.06,45.11,58.0,25.6,3.21,1.87,5.776,24.654,3.1879,12.27,7.4,0.93,77.7,47.44,51.6,21.651,12.92,79.72,4.615,414.4,6.22,31.9,0,0,0,0,0
1.9097,1.0543,16.0,2.456,84.1,38.2,1.5936,145.9,17.16,20.08,4.1649,73,129,66,0,42.53,42.22,94.9,27.1,3.38,2.87,5.603,28.884,1.3645,38.46,49.1,1.26,59.4,37.11,61.4,3.191,9.28,69.97,3.553,425.6,7.39,54.2,0,0,0,0,0
1.2468,1.2337,20.6597,2.307,80.6,38.7,2.0307,173.3,17.93,16.16,5.9425,96,129,46,0,26.69,37.88,89.5,10.7,8.64,4.44,6.123,18.137,3.7696,124.33,7.5,1.078,57.0,47.46,113.2,2.171,11.51,74.93,1.734,257.4,3.96,24.4,0,0,0,0,0
1.7044,1.0569,27.4437,2.358,56.9,38.0,1.5581,163.6,13.62,17.5,6.1397,86,122,0,0,25.45,45.79,50.9,24.6,1.32,0.2,4.249,24.395,2.7792,52.93,179.1,0.998,87.4,17.8,47.9,2.079,8.66,69.26,1.516,296.7,6.31,5.0,1,0,1,0,1
1.3654,1.2145,25.5119,2.471,84.4,28.7,1.312,159.6,8.23,15.66,4.8512,83,124,34,0,30.04,42.78,85.5,18.5,3.86,1.79,4.685,21.29,3.2736,26.51,9.1,1.14,49.9,49.26,80.5,3.713,11.1,69.38,1.012,260.3,5.98,81.5,0,0,0,1,0
1.5678,0.8749,34.4654,2.325,83.0,52.7,1.2707,184.4,14.7,14.14,6.2664,78,111,0,0,22.63,42.88,94.6,40.8,3.07,1.61,8.316,14.786,4.2585,90.75,24.0,1.131,73.5,107.31,44.1,5.508,10.55,65.61,2.647,308.6,4.21,28.8,0,0,0,0,1
1.7108,1.1718,34.3567,2.581,94.8,23.7,1.6018,157.8,12.0,19.3,5.6894,89,109,0,0,27.74,37.86,96.4,49.1,10.31,4.47,5.68,23.122,2.7373,79.78,8.2,0.935,99.5,44.49,104.1,4.484,10.95,70.11,1.641,275.6,7.24,46.2,0,0,1,0,0
1.3523,1.0405,30.0041,2.487,80.5,41.9,1.6816,175.4,16.76,17.57,2.9341,69,136,0,0,12.43,41.48,53.5,13.8,1.25,2.66,5.288,18.102,0.7,87.78,24.6,1.678,55.5,48.85,82.9,1.852,10.43,65.89,3.459,290.3,5.72,85.7,0,0,0,1,0
1.5748,0.8634,31.3004,2.421,71.2,36.6,0.7218,168.0,23.17,12.27,4.3334,87,160,0,0,22.72,39.91,109.1,29.4,1.22,0.22,6.2,18.242,3.4236,119.42,38.9,0.648,101.1,59.35,89.4,2.022,7.38,73.54,1.796,244.1,4.06,64.5,0,0,0,0,0
1.3699,0.9691,29.3686,2.232,88.5,21.4,0.9376,170.4,10.5,15.43,4.3451,93,137,0,0,31.34,47.11,69.5,31.5,3.45,1.3,3.884,14.967,3.8378,48.26,52.2,1.044,94.7,27.44,91.8,6.364,8.53,70.94,1.937,378.0,6.0,46.9,1,0,0,0,1
1.3432,1.1375,31.8524,2.204,87.7,30.9,1.5436,176.0,20.74,20.93,4.5626,73,128,0,0,24.49,41.7,70.6,28.6,1.33,3.92,4.865,30.253,3.638,187.0,11.2,1.115,89.2,36.55,113.3,1.113,14.46,63.49,3.934,241.2,2.9,65.6,1,0,0,1,1
1.7595,1.0614,27.5606,2.392,102.3,42.1,1.2618,163.3,16.15,12.76,7.6506,76,121,0,0,19.47,48.51,66.1,12.6,4.22,0.24,4.519,32.348,2.3647,280.0,16.6,1.189,32.9,68.55,44.4,1.32,7.44,69.91,0.763,327.2,4.98,55.4,0,0,1,0,0
1.7603,0.7575,27.6524,2.23,90.7,48.1,1.9048,172.5,12.82,13.04,5.8575,68,156,76,0,6.87,43.75,64.2,38.0,2.28,3.23,5.515,26.386,4.8411,53.95,20.7,1.281,73.6,22.85,70.7,4.892,8.02,76.34,0.507,299.8,5.42,26.7,0,0,0,0,0
1.6485,0.9038,26.1176,2.236,49.5,28.2,1.6304,179.4,14.9,15.1,5.8746,89,156,0,0,9.11,41.86,66.6,24.0,4.61,3.2,4.404,22.991,3.1438,280.0,53.6,0.869,72.7,45.04,57.9,6.394,12.51,59.96,1.269,337.3,4.52,26.7,0,0,0,1,0
1.2769,0.9812,28.6028,2.388,90.0,29.8,1.1359,164.7,13.54,12.91,6.3155,88,110,0,0,5.0,42.47,131.0,21.7,2.84,1.83,5.53,10.059,3.562,23.79,66.4,1.065,65.8,47.56,51.9,0.91,13.87,72.17,1.258,319.2,4.43,35.6,0,0,0,1,0
1.1429,0.9784,27.6699,2.449,86.9,60.4,1.1228,154.1,9.4,18.89,5.7559,86,139,0,0,18.58,44.04,77.6,15.4,5.4,4.04,3.305,32.433,3.1665,24.53,11.7,0.841,57.7,66.93,114.8,1.603,12.33,69.73,3.477,293.3,5.38,48.4,1,0,0,0,0
1.4571,0.9569,31.1115,2.531,67.0,42.6,1.4552,166.5,16.12,13.1,5.6517,77,112,0,0,28.62,36.64,75.9,25.6,4.43,2.26,3.0,12.165,3.61,56.21,27.3,0.884,63.2,91.8,73.5,10.932,6.94,65.89,3.324,318.0,5.81,64.1,0,0,1,0,0
1.7911,0.9623,26.9695,2.329,102.8,43.1,1.3617,183.9,17.11,16.19,6.1684,94,133,0,0,41.1,46.51,61.8,19.4,0.44,4.29,7.245,13.682,4.733,64.14,55.1,1.283,75.7,67.29,90.6,12.513,3.78,69.89,1.138,334.4,4.41,5.0,0,0,0,0,1
1.4568,0.7452,28.5414,2.27,94.9,38.3,1.7558,170.3,8.88,9.59,2.7149,78,151,80,0,35.33,40.07,107.3,35.3,1.51,3.74,5.09,19.218,2.9007,13.48,6.4,1.317,77.7,18.68,115.7,5.031,17.65,70.87,0.77,344.6,7.06,41.8,0,0,0,0,0
1.4818,1.1792,24.1827,2.277,62.9,43.7,1.0492,174.8,10.51,17.58,4.9935,66,123,65,0,21.58,42.72,86.7,20.4,0.9,0.68,4.218,21.914,0.7,55.8,16.8,1.224,29.4,34.94,57.1,6.97,11.59,66.73,1.919,242.8,4.45,17.2,0,0,0,1,0
1.7995,1.1091,32.2829,2.381,92.0,35.2,1.5674,169.2,14.38,13.27,5.8154,63,118,71,1,26.3,38.34,107.5,38.4,11.5,1.95,6.51,19.266,4.2827,37.83,10.4,1.213,90.9,66.51,22.6,10.963,15.41,70.76,1.222,303.0,4.58,48.9,0,0,0,0,0
1.6713,1.0622,23.9257,2.388,67.7,41.1,1.5368,158.4,14.44,18.96,4.7129,68,116,75,0,36.37,46.18,46.5,39.1,3.15,1.88,5.523,28.254,3.8991,110.33,9.0,1.206,96.7,77.02,109.2,7.303,8.98,67.9,0.54,215.8,3.26,89.9,0,0,0,0,0
1.7371,1.0294,32.0038,2.235,75.7,28.9,0.8877,161.0,13.98,14.29,5.1137,95,138,57,0,12.68,40.65,80.3,28.6,4.51,0.93,5.703,22.872,1.6887,154.83,19.1,1.509,112.0,5.0,64.4,10.288,4.67,73.49,0.878,276.4,5.19,40.7,0,0,0,0,0
1.0282,1.0116,24.213,2.399,85.3,30.9,1.0504,169.7,15.32,14.75,4.5456,87,144,77,0,54.15,46.97,84.2,34.0,1.4,1.94,5.578,26.148,3.8535,34.03,21.5,1.076,62.5,68.08,96.8,2.338,16.87,71.94,1.802,217.6,4.3,83.3,0,0,0,0,0
1.2262,1.1647,30.677,2.492,82.6,49.5,1.3539,152.6,17.7,17.08,4.6541,85,142,0,0,33.66,45.54,72.1,35.6,3.8,0.68,4.703,24.443,3.7995,7.57,1.3,1.131,88.3,53.31,48.1,9.067,3.55,67.95,4.296,377.0,6.38,82.0,1,0,1,0,0
1.4874,1.1361,29.0459,2.458,90.1,48.8,1.5673,179.7,17.97,13.94,6.7238,74,136,0,2,18.51,42.09,107.2,36.3,2.73,1.61,5.146,19.315,1.7297,39.09,70.0,0.907,56.4,34.35,88.2,1.48,8.75,72.34,1.173,253.3,3.37,65.6,0,0,0,0,0
1.3936,1.1015,29.9094,2.432,80.4,43.0,1.2558,149.7,19.41,11.54,5.1737,82,134,0,0,43.94,40.43,125.1,23.6,2.41,1.63,4.21,19.817,4.6039,22.21,2.1,1.232,55.8,79.54,65.1,7.672,8.84,77.39,1.215,275.3,3.16,33.6,0,0,0,0,0
1.8615,0.8845,26.4551,2.371,77.9,29.8,0.9131,177.3,17.46,17.6,5.0014,104,93,0,0,5.0,39.63,39.9,19.8,0.68,2.0,5.115,27.558,2.4683,230.65,17.7,1.039,78.6,14.45,67.0,0.832,9.39,81.54,1.841,348.6,4.05,26.7,0,0,0,1,1
1.7422,1.0171,24.306,2.524,69.7,24.4,1.3313,165.1,18.35,13.88,6.3356,67,178,54,0,26.64,42.06,89.5,40.1,2.04,2.54,5.876,19.449,3.4274,5.18,17.4,1.124,42.7,30.28,77.8,2.794,16.65,79.56,3.079,394.6,3.49,46.6,0,0,0,0,0
1.3812,0.6589,25.4034,2.477,85.3,39.4,1.8818,157.4,14.06,14.71,5.403,84,145,0,0,30.72,43.48,63.1,31.3,3.15,2.7,3.079,11.814,2.5132,52.27,33.9,1.11,91.1,41.38,63.9,4.546,3.68,71.58,1.451,418.8,4.07,66.1,1,0,0,1,0
1.3938,1.4163,24.8899,2.195,99.6,39.1,1.7006,171.9,15.73,17.28,6.6185,88,158,0,0,24.33,42.39,89.8,21.9,0.74,1.96,6.49,16.345,2.7021,93.39,24.5,1.351,60.3,33.83,23.4,7.091,14.97,73.33,0.95,279.6,6.41,64.0,0,0,0,0,0
1.5176,1.1102,29.7969,2.325,107.1,32.5,1.0869,164.0,13.81,15.38,6.283,104,136,0,0,35.24,38.34,103.0,9.9,10.99,2.63,3.985,19.782,2.7485,19.51,25.5,1.395,111.1,39.3,47.5,12.651,9.8,70.55,4.716,230.4,4.93,89.5,1,0,0,0,0
1.1791,1.0637,22.9099,2.317,81.8,35.3,1.8517,172.9,19.34,16.24,4.7019,82,144,0,0,15.68,45.78,88.7,19.2,4.41,1.83,4.885,15.023,4.7992,14.49,19.4,1.259,20.5,28.05,35.5,30.0,5.17,71.55,6.487,330.3,3.79,70.4,0,1,0,0,1
1.2648,1.1313,25.764,2.455,77.6,32.8,1.2301,171.1,13.72,11.57,4.7211,91,133,50,0,7.73,41.09,62.0,19.6,12.08,2.96,6.892,20.224,3.9607,133.68,19.0,0.842,118.1,49.23,83.1,2.42,6.63,68.1,2.392,328.4,3.29,59.2,0,0,0,0,0
1.2851,1.3067,24.8306,2.373,83.4,29.7,1.2017,153.3,23.48,18.19,4.991,90,173,34,0,5.0,42.05,78.8,28.9,9.19,0.91,3.258,21.753,2.4415,32.44,125.6,1.253,51.4,21.73,58.4,10.926,6.56,65.41,1.132,313.5,6.76,40.2,0,0,0,0,1
1.7156,1.2437,31.1075,2.277,88.4,23.0,0.7625,185.9,12.03,18.16,5.6407,75,94,64,0,30.64,44.16,84.0,29.3,2.16,2.39,3.189,11.992,3.2208,37.56,3.4,1.229,63.4,82.21,71.3,12.977,8.89,77.17,2.599,251.1,4.05,46.9,0,1,0,0,0
1.4911,0.522,28.1695,2.347,72.3,32.4,1.3893,176.0,13.3,16.54,6.5743,74,141,76,1,29.73,41.46,66.5,27.5,1.81,2.02,7.81,15.758,3.7135,105.2,3.3,1.144,87.6,36.59,77.4,2.981,12.04,65.1,0.831,361.3,3.61,13.7,0,0,0,0,0
1.1687,0.6667,24.3383,2.423,102.1,37.2,1.7589,189.1,18.83,16.88,4.1268,82,116,0,0,13.6,42.29,62.2,24.6,2.47,0.65,5.213,26.063,3.2557,79.32,22.4,1.197,40.4,33.8,21.0,1.725,10.4,72.44,1.456,370.0,7.21,60.8,0,0,1,1,0
1.2475,1.317,34.7565,2.449,95.1,33.1,0.7118,169.4,10.41,17.93,4.4399,75,125,0,0,32.06,43.6,88.8,28.0,5.88,2.54,5.953,30.117,3.9869,7.75,8.6,1.033,61.4,79.08,47.2,0.711,2.0,68.8,1.764,175.3,4.11,59.1,0,0,0,0,0
1.4265,1.118,28.9106,2.313,55.3,33.6,1.1836,171.5,12.76,12.47,7.5654,78,119,54,0,22.66,37.85,68.2,22.1,1.77,0.85,4.336,23.448,3.0808,15.22,12.8,1.405,95.4,83.19,56.0,0.643,8.51,71.6,1.607,315.9,6.74,62.7,0,1,0,1,1
1.285,1.1448,28.821,2.408,55.8,46.5,1.6334,173.3,16.1,12.59,6.753,60,120,69,0,25.08,41.66,62.2,27.1,1.18,3.09,3.393,28.218,1.8179,44.59,62.7,0.981,80.9,10.73,98.3,1.719,12.7,75.66,3.007,316.7,2.51,53.7,0,0,0,0,0
1.4908,1.3825,19.4314,2.387,78.8,28.7,1.267,171.9,16.3,20.21,6.0664,88,119,72,0,43.55,41.22,86.5,11.7,0.73,0.5,7.928,15.639,5.6808,21.06,19.8,1.035,51.3,49.61,68.8,3.534,13.47,70.8,1.136,333.5,6.01,52.2,0,0,0,0,0
1.2519,0.8606,33.8845,2.448,110.5,36.1,1.245,166.2,8.48,12.77,5.807,81,131,35,0,6.95,42.79,79.3,14.6,11.99,1.03,3.77,16.722,3.4362,10.9,12.0,1.516,71.3,22.91,48.3,12.052,6.05,69.15,4.484,181.3,4.27,80.9,0,0,0,1,0
1.9247,1.1725,33.7341,2.296,60.3,31.7,1.6248,168.7,17.97,15.53,4.0237,75,143,0,0,39.81,42.0,57.7,34.2,1.48,2.69,6.618,16.987,3.1387,14.1,131.7,1.291,108.6,58.11,51.7,5.002,11.49,69.97,1.491,242.5,5.32,51.8,0,0,0,1,0
1.5219,1.2346,24.1919,2.534,86.2,40.0,1.6102,162.3,16.36,19.6,5.7588,74,134,0,0,27.28,40.84,83.9,35.0,7.06,2.42,4.042,18.6,4.4736,34.85,8.5,0.746,79.7,47.0,74.3,4.027,2.0,70.18,0.579,372.1,5.82,78.6,0,0,0,0,0
1.449,1.2785,33.2571,2.375,73.6,34.9,0.8275,162.3,14.06,14.16,3.9756,99,130,0,0,23.74,47.37,57.6,8.0,3.46,1.32,5.159,15.15,3.0526,29.47,12.3,1.182,63.3,17.76,74.8,10.573,2.91,76.3,2.817,208.0,5.58,22.7,0,0,0,0,0
1.3103,1.0309,25.1935,2.164,94.4,45.3,1.4414,170.6,14.16,16.44,5.4975,83,126,0,0,21.61,41.91,81.8,18.9,3.0,2.51,4.479,25.459,3.2244,23.61,38.5,1.227,99.7,19.05,105.6,1.232,3.25,75.85,3.212,182.8,4.32,18.8,1,0,0,0,0
1.1795,1.1619,27.0874,2.175,45.4,48.7,1.2638,178.0,14.15,18.93,6.0907,75,103,0,1,37.95,38.15,87.5,16.3,0.67,3.51,6.118,16.346,2.9554,64.07,12.9,1.322,78.6,63.09,59.9,3.743,3.6,74.45,1.035,447.9,5.13,47.7,0,0,0,0,0
1.5814,0.8073,28.5626,2.176,57.7,41.6,1.5454,176.5,18.6,13.33,5.4494,78,130,0,0,24.97,42.61,88.2,13.0,4.58,1.85,4.471,5.0,2.924,36.79,18.4,1.171,95.5,18.97,81.3,22.198,7.45,69.53,0.696,264.8,3.96,44.0,1,0,0,1,0
1.4243,0.897,34.9539,2.381,76.6,38.6,1.1793,155.5,11.18,14.47,5.1093,82,125,0,0,19.01,43.41,105.4,37.0,2.0,4.35,4.136,14.837,3.6981,51.5,106.4,1.228,73.7,10.1,72.0,11.301,10.54,72.33,0.966,348.0,5.02,61.8,0,0,0,1,0
1.5763,1.1086,20.6286,2.382,83.1,40.2,1.8156,163.8,16.21,18.35,4.6182,92,99,0,0,21.89,45.88,90.0,26.9,7.8,2.08,5.58,16.777,1.2259,49.51,12.3,1.207,67.7,56.5,109.3,2.927,10.88,68.4,1.251,323.8,3.5,10.0,0,0,0,0,0
1.654,0.9441,18.2238,2.251,104.6,48.3,1.7645,183.2,12.07,14.94,5.2962,89,159,0,0,12.88,44.2,100.9,17.6,0.3,0.21,5.098,26.601,2.3605,75.11,73.1,1.001,67.4,60.01,91.1,1.437,11.54,70.33,4.374,306.4,3.93,23.7,0,0,0,0,1
2.0248,1.1822,19.0792,2.262,38.5,42.6,0.7329,163.4,15.69,15.2,5.465,86,126,51,0,10.9,41.62,59.4,28.5,7.05,0.37,6.865,7.826,4.187,33.78,39.2,1.324,34.8,46.5,86.1,6.739,9.92,70.11,4.108,172.7,5.62,53.0,0,0,0,0,0
1.6627,1.3562,48.731,2.421,81.6,40.6,1.3261,177.9,10.99,10.95,4.4553,71,118,0,0,32.54,46.6,40.3,31.0,5.82,0.66,5.81,22.523,1.4553,68.16,68.4,1.127,56.8,73.49,81.7,9.202,17.25,69.15,2.103,229.2,4.28,77.0,0,0,0,1,0
1.2926,1.1173,26.6761,2.083,68.3,37.1,1.5489,153.2,12.68,17.96,4.814,85,126,79,0,22.71,45.36,58.1,16.0,9.85,3.01,6.158,23.917,4.1831,187.4,47.6,0.88,59.5,78.72,87.7,0.561,8.6,66.67,1.095,394.2,3.65,69.7,1,0,0,1,0
1.0627,1.0268,24.6421,2.381,39.1,35.2,0.9783,165.0,18.59,14.79,3.4357,64,117,25,0,33.13,37.78,121.4,27.2,1.46,3.29,4.715,24.661,2.7587,69.26,25.3,1.302,97.4,39.74,68.6,1.389,2.0,71.71,3.22,267.4,7.11,67.8,0,0,0,0,0
0.7314,0.6895,29.6483,2.469,91.4,32.5,1.4256,178.6,17.11,14.77,4.6098,76,115,0,0,15.64,44.45,90.7,40.0,2.92,1.97,5.623,21.742,3.0193,6.94,16.3,1.049,26.4,70.71,72.8,24.996,5.29,67.51,2.2,263.8,4.07,67.4,0,0,1,0,0
1.2744,1.1279,22.0709,2.21,66.6,32.6,1.7582,167.5,12.21,16.58,4.7325,83,118,0,0,35.61,45.24,94.0,24.8,1.6,3.81,3.962,9.93,1.6975,138.47,10.5,1.02,95.1,20.8,49.9,14.505,6.68,73.14,1.415,470.6,4.78,43.9,0,0,0,0,0
1.4681,1.2984,32.2312,2.371,86.3,33.6,1.2994,154.1,14.71,13.1,6.5963,75,136,44,0,12.89,45.11,91.0,19.4,2.35,4.0,5.196,30.489,3.6916,120.44,33.2,1.106,52.8,40.62,46.7,4.333,7.86,67.9,2.394,292.0,5.89,47.5,0,0,0,0,0
1.1935,0.6191,24.3586,2.851,51.7,20.7,1.0567,172.8,12.42,18.56,5.8219,91,118,0,0,27.16,40.99,66.8,29.2,1.59,2.97,6.324,25.343,2.9369,76.68,20.8,0.952,73.5,10.32,66.6,2.505,11.88,66.65,1.983,358.3,2.8,58.0,0,0,0,0,0
1.7559,1.128,34.8804,2.404,73.5,34.3,1.8768,156.4,16.57,13.59,5.8821,56,157,0,0,8.58,37.84,94.4,25.2,3.54,2.18,4.681,29.93,2.5743,40.16,17.8,1.098,101.5,55.07,36.5,8.756,10.5,70.09,0.458,420.6,4.55,55.5,0,0,0,1,0
1.0332,1.1462,23.1979,2.291,74.8,35.6,1.4432,166.4,25.48,16.74,7.0703,90,115,0,0,5.0,41.36,85.5,34.4,2.71,3.16,5.931,22.138,3.0836,21.17,23.6,1.123,62.1,65.16,69.4,7.199,11.56,61.27,0.805,120.0,4.37,51.3,0,0,0,0,0
1.8955,0.8433,30.946,2.136,36.4,29.8,1.0583,177.4,13.91,17.09,6.5813,82,136,0,0,33.0,42.64,89.0,42.4,1.44,3.45,4.614,19.878,4.3067,101.02,450.0,0.809,86.1,5.0,106.1,13.204,8.58,65.78,1.326,310.9,6.11,52.9,0,0,0,0,0
1.5282,1.0108,35.6078,2.279,73.7,39.6,0.9565,155.7,17.63,19.87,5.0698,72,120,0,0,18.26,40.22,57.8,13.9,5.7,2.15,4.406,17.55,4.0626,165.19,1.1,1.118,55.3,14.39,30.1,3.445,2.0,71.6,1.866,221.1,7.61,53.1,0,0,0,0,0
1.764,1.48,30.8155,2.287,77.3,39.8,1.9196,169.4,17.5,22.47,5.7853,73,125,51,1,19.91,39.56,99.7,21.7,2.9,0.44,5.924,12.377,3.3155,42.82,44.3,1.052,49.6,12.63,97.5,17.928,11.22,73.31,1.649,306.9,4.29,36.2,0,0,0,0,0
1.1576,1.3018,24.1813,2.329,72.5,42.2,1.5566,157.4,12.5,15.48,6.4156,89,129,0,0,45.88,40.98,104.8,42.3,2.44,3.71,6.983,20.409,2.2622,190.5,10.9,1.252,85.6,42.9,61.5,3.419,5.98,71.19,2.153,120.0,6.23,55.2,0,0,0,0,0
0.8571,1.0275,30.1386,2.621,70.2,30.2,1.4275,165.9,14.77,14.86,6.5333,73,143,50,0,28.44,43.22,86.9,23.0,3.13,2.28,5.913,26.81,4.361,19.39,31.4,1.287,82.1,80.84,81.7,8.487,15.77,72.42,3.092,345.3,4.92,27.7,1,0,0,0,0
1.548,1.0975,37.8469,2.338,92.2,49.6,1.4526,172.8,17.9,15.24,2.4,91,140,0,0,5.99,44.41,86.8,19.2,2.41,2.09,5.205,20.667,2.2554,2.84,45.5,1.439,96.8,34.54,82.2,4.1,10.81,71.78,2.379,304.8,4.77,60.2,0,0,0,0,1
1.0141,1.2807,24.5875,2.582,63.3,36.6,1.3333,174.5,13.97,18.05,5.3175,96,138,0,0,27.68,44.33,60.2,17.5,2.31,1.97,5.513,25.141,3.1178,78.75,20.3,0.936,117.8,69.83,70.9,2.91,8.57,71.74,0.578,368.3,3.87,44.7,0,0,0,0,0
1.8994,1.3787,34.1658,2.162,58.2,36.4,2.1789,172.8,9.83,15.28,5.1012,68,118,40,0,10.79,46.63,59.8,30.7,2.25,3.19,6.2,12.742,4.0219,21.13,70.9,1.523,72.0,5.0,54.7,1.54,12.41,68.89,1.211,120.0,4.42,71.3,0,0,0,0,1
1.356,1.2169,33.8787,2.497,95.2,35.7,1.5158,156.6,15.25,17.8,5.6837,87,139,0,0,5.0,43.96,85.8,32.5,3.04,2.2,4.767,20.787,5.0016,84.88,55.8,1.147,48.9,61.9,49.5,6.236,11.7,73.55,3.128,389.7,5.35,59.9,0,0,0,0,0
1.2043,0.7417,25.478,2.555,54.0,45.4,0.9158,165.8,15.22,17.51,7.7661,64,124,28,0,5.0,43.91,114.2,40.0,0.9,3.01,4.783,25.373,4.1178,13.96,268.5,1.096,57.6,63.31,90.3,3.548,2.05,68.63,4.934,335.7,6.15,35.6,0,0,0,0,0
1.6079,1.3641,24.41,2.351,87.8,47.4,1.4662,182.1,19.73,11.39,3.8724,95,120,25,0,5.0,45.96,56.3,38.5,5.35,1.25,7.682,27.294,4.1947,80.34,4.8,1.147,36.5,20.39,98.9,2.865,6.36,68.38,2.449,212.6,6.74,74.3,0,0,0,0,0
